code,term
11176009,Acute myopericarditis
123599008,Serofibrinous pericarditis
15555002,Acute pericarditis
173574009,Acute benign pericarditis
174511002,Acute fibrinous pericarditis
176401009,Acute bloody pericarditis
17668000,Acute pleuropericarditis
177291008,Acute effusive pericarditis
233881003,Acute infective pericarditis
23842007,Drug-induced pericarditis
266235007,Acute idiopathic pericarditis
275513007,Viral pericarditis - virus unidentified
3238004,Pericarditis
40959008,Acute viral pericarditis
41739008,Infectious pericarditis
460445000,Viral pericarditis with pericardial effusion
53874003,Acute periendocarditis
70189005,Viral pericarditis
723863003,Myopericarditis
